Humidity,Gaming_Hours,Physical_Activity_Hours,Age,Screen_Time_Hours,Source,Step_count,Quality of Sleep,User_ID,Stress_Level,Occupation,Support_Systems_Access,Stress Level,Mental_Health_Status,Temperature,Gender,Sleep Duration,Work_Environment_Impact,Sleep_Hours,Physical Activity Level,Person ID,Technology_Usage_Hours,Online_Support_Usage,Social_Media_Usage_Hours,Unnamed: 8
,2.58,8.63,20,10.35,tech.csv,,,USER-09634,High,,Yes,,Good,,Male,,Negative,5.99,,,6.13,Yes,5.83,
,4.04,2.14,23,2.47,tech.csv,,,USER-09635,Low,,No,,Fair,,Female,,Positive,4.35,,,4.55,Yes,0.92,
,2.84,6.11,36,2.78,tech.csv,,,USER-09636,Medium,,No,,Poor,,Other,,Positive,7.26,,,7.49,Yes,0.89,
,4.28,0.98,19,1.99,tech.csv,,,USER-09637,Medium,,No,,Excellent,,Other,,Positive,6.73,,,1.45,No,4.17,
,4.08,0.02,23,5.1,tech.csv,,,USER-09638,Medium,,Yes,,Fair,,Other,,Negative,7.5,,,9.01,Yes,7.62,
,0.45,1.97,53,9.36,tech.csv,,,USER-09639,Medium,,Yes,,Excellent,,Male,,Positive,7.22,,,3.49,Yes,5.53,
,1.11,3.11,53,7.64,tech.csv,,,USER-09640,Medium,,No,,Fair,,Male,,Negative,4.33,,,5.25,No,2.92,
,1.47,8.65,20,11.55,tech.csv,,,USER-09641,High,,Yes,,Fair,,Other,,Neutral,8.15,,,1.1,No,5.67,
,0.73,4.25,38,9.43,tech.csv,,,USER-09642,High,,No,,Poor,,Other,,Positive,8.78,,,5.51,Yes,1.92,
,2.46,3.77,22,13.45,tech.csv,,,USER-09643,Medium,,No,,Poor,,Male,,Negative,4.76,,,2.12,No,2.2,
,1.4,2.13,49,6.86,tech.csv,,,USER-09644,High,,No,,Fair,,Female,,Negative,5.77,,,5.82,No,1.81,
,1.53,6.93,50,3.82,tech.csv,,,USER-09645,High,,No,,Excellent,,Other,,Negative,5.72,,,1.81,Yes,7.82,
,2.66,6.08,60,4.18,tech.csv,,,USER-09646,Low,,No,,Poor,,Male,,Neutral,4.12,,,9.07,No,1.12,
,1.44,8.73,32,6.22,tech.csv,,,USER-09647,High,,Yes,,Poor,,Male,,Neutral,8.5,,,1.17,No,0.93,
,4.28,7.27,25,2.05,tech.csv,,,USER-09648,Low,,No,,Good,,Other,,Neutral,6.41,,,8.88,Yes,3.3,
,3.23,6.98,46,4.84,tech.csv,,,USER-09649,High,,Yes,,Good,,Male,,Neutral,8.24,,,9.33,No,5.65,
,2.34,1.73,39,11.34,tech.csv,,,USER-09650,Medium,,No,,Poor,,Other,,Negative,6.1,,,9.45,No,3.03,
,4.26,2.6,49,3.53,tech.csv,,,USER-09651,Low,,Yes,,Fair,,Other,,Positive,7.63,,,3.35,Yes,7.53,
,4.49,9.57,33,8.38,tech.csv,,,USER-09652,Medium,,No,,Excellent,,Female,,Neutral,4.82,,,5.52,No,0.87,
,2.39,9.09,51,4.21,tech.csv,,,USER-09653,Low,,No,,Excellent,,Other,,Negative,4.16,,,7.45,Yes,3.34,
,2.07,1.71,58,13.05,tech.csv,,,USER-09654,High,,Yes,,Fair,,Male,,Positive,4.28,,,4.34,No,5.36,
,0.38,3.51,46,6.55,tech.csv,,,USER-09655,Low,,Yes,,Fair,,Female,,Negative,4.19,,,2.79,Yes,7.15,
,2.57,1.74,31,5.56,tech.csv,,,USER-09656,Medium,,Yes,,Fair,,Female,,Negative,8.05,,,2.38,No,3.43,
,4.77,0.14,36,8.12,tech.csv,,,USER-09657,High,,No,,Fair,,Female,,Negative,8.16,,,2.26,No,7.17,
,3.8,5.51,64,1.01,tech.csv,,,USER-09658,Low,,Yes,,Good,,Male,,Negative,7.59,,,7.8,Yes,7.69,
,2.3,9.46,48,9.17,tech.csv,,,USER-09659,Low,,No,,Excellent,,Male,,Positive,7.16,,,7.71,No,5.73,
,4.43,1.36,42,4.5,tech.csv,,,USER-09660,Low,,Yes,,Fair,,Other,,Neutral,6.27,,,11.74,Yes,4.1,
,3.76,9.02,18,9.26,tech.csv,,,USER-09661,Low,,No,,Excellent,,Female,,Neutral,8.13,,,7.49,Yes,7.41,
,0.23,7.52,57,9.27,tech.csv,,,USER-09662,High,,No,,Good,,Other,,Positive,5.43,,,2.26,Yes,2.51,
,4.48,8.39,21,14.74,tech.csv,,,USER-09663,Low,,Yes,,Excellent,,Other,,Negative,7.78,,,11.49,No,6.79,
,0.63,4.5,42,14.62,tech.csv,,,USER-09664,High,,Yes,,Poor,,Female,,Positive,5.96,,,6.79,No,2.2,
,1.16,7.39,29,4.75,tech.csv,,,USER-09665,High,,Yes,,Fair,,Female,,Negative,6.69,,,1.81,Yes,7.42,
,1.29,9.95,24,11.56,tech.csv,,,USER-09666,High,,Yes,,Poor,,Male,,Neutral,5.81,,,11.52,No,3.79,
,1.46,7.25,25,7.12,tech.csv,,,USER-09667,Medium,,No,,Fair,,Female,,Neutral,8.91,,,9.44,Yes,0.6,
,1.27,4.15,63,13.13,tech.csv,,,USER-09668,Low,,No,,Poor,,Male,,Neutral,8.64,,,5.79,Yes,0.63,
,4.17,1.61,45,2.63,tech.csv,,,USER-09669,Low,,Yes,,Poor,,Female,,Neutral,5.94,,,10.36,No,1.21,
,1.13,6.48,53,13.23,tech.csv,,,USER-09670,Low,,Yes,,Good,,Female,,Negative,4.81,,,5.48,No,2.57,
,0.28,4.05,63,1.81,tech.csv,,,USER-09671,Low,,Yes,,Good,,Other,,Negative,6.38,,,11.31,No,0.84,
,0.51,7.5,54,2.97,tech.csv,,,USER-09672,High,,Yes,,Good,,Male,,Neutral,8.43,,,11.28,Yes,4.97,
,3.09,6.35,57,6.77,tech.csv,,,USER-09673,Low,,Yes,,Good,,Other,,Negative,5.6,,,7.71,No,4.25,
,3.76,7.14,47,13.21,tech.csv,,,USER-09674,High,,Yes,,Excellent,,Male,,Negative,6.82,,,7.27,No,3.09,
,2.94,5.69,28,9.54,tech.csv,,,USER-09675,High,,Yes,,Fair,,Male,,Positive,8.05,,,1.77,No,7.71,
,1.2,2.2,22,11.78,tech.csv,,,USER-09676,Medium,,No,,Poor,,Male,,Positive,4.15,,,5.69,No,5.94,
,3.75,7.18,22,14.99,tech.csv,,,USER-09677,High,,Yes,,Good,,Other,,Neutral,6.76,,,5.91,Yes,3.25,
,0.32,8.06,39,8.69,tech.csv,,,USER-09678,High,,Yes,,Fair,,Other,,Positive,6.78,,,11.04,No,1.49,
,0.96,7.54,63,9.72,tech.csv,,,USER-09679,High,,Yes,,Excellent,,Male,,Neutral,7.68,,,8.31,No,3.87,
,0.37,7.44,57,6.62,tech.csv,,,USER-09680,Low,,Yes,,Excellent,,Female,,Neutral,8.55,,,10.77,Yes,4.09,
,2.88,4.68,61,6.53,tech.csv,,,USER-09681,Low,,Yes,,Fair,,Male,,Negative,7.63,,,6.7,No,0.06,
,4.58,9.98,65,12.72,tech.csv,,,USER-09682,Medium,,No,,Excellent,,Female,,Negative,5.77,,,8.91,No,7.15,
,2.85,9.75,33,9.49,tech.csv,,,USER-09683,Medium,,No,,Excellent,,Male,,Neutral,5.33,,,4.16,Yes,6.29,
,0.95,0.09,50,9.04,tech.csv,,,USER-09684,Low,,Yes,,Good,,Female,,Positive,6.12,,,6.59,No,1.69,
,1.21,7.02,64,1.79,tech.csv,,,USER-09685,High,,Yes,,Excellent,,Female,,Negative,4.79,,,3.78,No,5.55,
,0.13,4.06,51,7.86,tech.csv,,,USER-09686,Low,,No,,Fair,,Other,,Neutral,4.08,,,3.98,Yes,3.13,
,2.35,7.34,26,9.85,tech.csv,,,USER-09687,High,,No,,Good,,Male,,Neutral,6.72,,,5.71,No,1.48,
,0.52,0.96,52,7.7,tech.csv,,,USER-09688,High,,No,,Poor,,Other,,Neutral,4.78,,,2.16,Yes,5.81,
,0.32,1.26,38,11.14,tech.csv,,,USER-09689,Medium,,Yes,,Good,,Other,,Neutral,4.59,,,2.4,No,2.91,
,1.16,9.27,52,6.9,tech.csv,,,USER-09690,Low,,Yes,,Good,,Female,,Negative,7.73,,,4.95,Yes,7.1,
,1.94,2.42,63,10.66,tech.csv,,,USER-09691,Medium,,No,,Poor,,Male,,Positive,8.81,,,6.95,No,5.35,
,3.1,2.12,38,5.54,tech.csv,,,USER-09692,High,,Yes,,Good,,Male,,Positive,4.79,,,5.76,Yes,6.38,
,4.03,6.88,23,13.2,tech.csv,,,USER-09693,Low,,No,,Good,,Female,,Positive,4.93,,,10.42,Yes,6.26,
,2.88,6.45,23,11.91,tech.csv,,,USER-09694,High,,Yes,,Good,,Male,,Negative,8.12,,,6.67,No,0.44,
,2.75,9.19,21,3.33,tech.csv,,,USER-09695,High,,Yes,,Poor,,Male,,Neutral,5.48,,,2.15,No,7.25,
,3.08,2.82,28,2.03,tech.csv,,,USER-09696,Medium,,Yes,,Poor,,Female,,Neutral,4.66,,,7.94,Yes,5.68,
,3.42,7.7,34,12.54,tech.csv,,,USER-09697,High,,Yes,,Excellent,,Female,,Positive,6.87,,,6.4,No,0.69,
,2.83,5.58,65,3.21,tech.csv,,,USER-09698,Low,,No,,Good,,Male,,Negative,8.11,,,2.89,No,0.08,
,4.36,3.86,25,8.79,tech.csv,,,USER-09699,High,,Yes,,Good,,Female,,Negative,7.89,,,7.54,Yes,4.02,
,4.16,8.01,50,10.7,tech.csv,,,USER-09700,Low,,Yes,,Excellent,,Female,,Positive,6.4,,,7.92,No,7.9,
,2.21,5.6,31,2.92,tech.csv,,,USER-09701,Medium,,No,,Poor,,Male,,Neutral,7.06,,,11.7,Yes,1.81,
,4.98,6.99,39,9.26,tech.csv,,,USER-09702,Low,,No,,Fair,,Male,,Negative,6.66,,,5.76,Yes,4.4,
,4.17,1.44,61,14.83,tech.csv,,,USER-09703,Medium,,No,,Excellent,,Female,,Negative,6.29,,,6.99,No,2.01,
,0.0,4.42,30,4.53,tech.csv,,,USER-09704,Low,,No,,Fair,,Male,,Negative,5.51,,,2.27,No,2.76,
,4.83,0.01,22,1.91,tech.csv,,,USER-09705,Low,,No,,Good,,Other,,Positive,4.79,,,4.75,Yes,4.62,
,3.82,1.56,28,4.43,tech.csv,,,USER-09706,Medium,,No,,Good,,Other,,Neutral,4.64,,,8.22,Yes,4.92,
,0.83,3.24,44,12.67,tech.csv,,,USER-09707,Low,,Yes,,Fair,,Male,,Positive,8.57,,,8.34,No,4.09,
,4.06,4.08,34,12.27,tech.csv,,,USER-09708,Low,,Yes,,Poor,,Other,,Neutral,7.52,,,11.81,No,1.8,
,1.57,9.61,34,8.18,tech.csv,,,USER-09709,Medium,,No,,Excellent,,Other,,Negative,6.4,,,2.08,Yes,0.25,
,4.54,6.98,49,1.5,tech.csv,,,USER-09710,High,,Yes,,Poor,,Other,,Neutral,8.31,,,2.93,No,0.48,
,1.96,8.17,52,2.73,tech.csv,,,USER-09711,Low,,No,,Good,,Other,,Positive,8.74,,,8.6,No,7.58,
,0.55,9.26,23,8.77,tech.csv,,,USER-09712,Medium,,Yes,,Excellent,,Other,,Neutral,6.22,,,8.36,No,6.13,
,3.65,8.82,65,9.19,tech.csv,,,USER-09713,Medium,,No,,Poor,,Other,,Neutral,7.86,,,4.78,Yes,6.91,
,2.63,9.07,36,13.12,tech.csv,,,USER-09714,Medium,,Yes,,Good,,Male,,Neutral,8.91,,,5.19,No,3.52,
,1.66,3.07,32,13.22,tech.csv,,,USER-09715,High,,No,,Excellent,,Female,,Neutral,5.04,,,3.87,Yes,0.25,
,0.83,3.74,57,9.96,tech.csv,,,USER-09716,High,,Yes,,Excellent,,Female,,Negative,5.71,,,10.61,No,2.35,
,4.82,9.36,61,11.01,tech.csv,,,USER-09717,High,,Yes,,Fair,,Male,,Positive,7.64,,,10.87,Yes,5.3,
,2.87,6.09,39,2.4,tech.csv,,,USER-09718,Medium,,No,,Fair,,Male,,Neutral,8.15,,,1.28,No,4.94,
,2.31,1.9,52,9.26,tech.csv,,,USER-09719,Low,,No,,Excellent,,Female,,Negative,8.4,,,7.42,No,2.46,
,0.01,3.8,38,14.78,tech.csv,,,USER-09720,Medium,,Yes,,Excellent,,Female,,Negative,8.39,,,10.2,No,2.13,
,0.44,9.54,63,2.95,tech.csv,,,USER-09721,Medium,,Yes,,Fair,,Other,,Neutral,8.17,,,2.11,Yes,2.61,
,1.21,6.36,50,12.82,tech.csv,,,USER-09722,High,,No,,Poor,,Male,,Neutral,5.97,,,6.79,Yes,4.47,
,2.21,7.34,42,6.71,tech.csv,,,USER-09723,Medium,,Yes,,Good,,Other,,Neutral,6.31,,,4.46,No,6.14,
,1.8,4.6,44,8.15,tech.csv,,,USER-09724,Low,,No,,Good,,Other,,Negative,6.71,,,8.28,No,5.65,
,2.65,3.51,57,5.17,tech.csv,,,USER-09725,Low,,No,,Fair,,Male,,Negative,5.29,,,6.69,No,1.52,
,4.04,6.87,54,5.77,tech.csv,,,USER-09726,Low,,Yes,,Poor,,Male,,Neutral,6.17,,,1.36,Yes,1.98,
,4.45,1.37,60,4.68,tech.csv,,,USER-09727,High,,No,,Excellent,,Male,,Neutral,6.73,,,2.53,No,2.66,
,4.51,1.32,22,11.46,tech.csv,,,USER-09728,Low,,No,,Good,,Other,,Negative,6.51,,,1.68,Yes,3.49,
,0.21,0.21,25,3.6,tech.csv,,,USER-09729,Low,,No,,Good,,Other,,Negative,6.36,,,6.35,Yes,2.21,
,0.28,2.33,25,13.0,tech.csv,,,USER-09730,Medium,,Yes,,Excellent,,Male,,Neutral,4.58,,,9.95,No,6.48,
,3.03,4.41,40,2.19,tech.csv,,,USER-09731,Low,,No,,Fair,,Other,,Negative,5.63,,,3.47,No,5.99,
,4.11,8.09,58,6.79,tech.csv,,,USER-09732,Low,,No,,Excellent,,Male,,Neutral,4.75,,,2.81,No,3.64,
,0.32,2.7,36,12.28,tech.csv,,,USER-09733,Medium,,No,,Poor,,Male,,Neutral,6.78,,,3.45,Yes,0.0,
,0.29,9.81,50,13.74,tech.csv,,,USER-09734,Medium,,Yes,,Fair,,Female,,Negative,4.62,,,1.18,Yes,5.53,
,4.36,5.62,41,12.39,tech.csv,,,USER-09735,Low,,No,,Fair,,Male,,Neutral,6.03,,,10.32,No,4.31,
,3.49,7.14,52,8.86,tech.csv,,,USER-09736,Medium,,Yes,,Fair,,Male,,Positive,6.36,,,7.36,No,5.36,
,3.85,2.43,23,8.96,tech.csv,,,USER-09737,Medium,,No,,Excellent,,Male,,Neutral,7.11,,,10.78,No,7.07,
,2.04,9.85,30,6.14,tech.csv,,,USER-09738,Medium,,Yes,,Excellent,,Female,,Positive,4.37,,,1.88,No,7.9,
,4.09,0.83,46,1.27,tech.csv,,,USER-09739,Low,,No,,Good,,Other,,Positive,8.32,,,4.32,No,5.96,
,3.73,0.11,48,4.24,tech.csv,,,USER-09740,High,,Yes,,Fair,,Other,,Negative,6.45,,,7.87,Yes,0.66,
,0.86,2.72,63,7.26,tech.csv,,,USER-09741,High,,No,,Poor,,Male,,Negative,7.55,,,3.21,No,6.49,
,2.78,1.72,51,3.17,tech.csv,,,USER-09742,Medium,,No,,Poor,,Other,,Negative,4.81,,,8.13,No,4.47,
,1.6,2.34,33,9.51,tech.csv,,,USER-09743,Medium,,No,,Excellent,,Other,,Neutral,8.34,,,11.21,No,7.04,
,1.07,9.83,57,2.06,tech.csv,,,USER-09744,High,,No,,Fair,,Other,,Negative,5.29,,,6.28,No,4.43,
,1.72,5.87,42,2.92,tech.csv,,,USER-09745,Medium,,No,,Poor,,Male,,Negative,4.66,,,9.6,No,3.8,
,4.38,3.51,39,8.19,tech.csv,,,USER-09746,Medium,,Yes,,Good,,Male,,Neutral,4.7,,,4.44,Yes,4.39,
,2.55,4.53,42,4.24,tech.csv,,,USER-09747,Medium,,Yes,,Poor,,Male,,Positive,4.24,,,10.19,No,2.18,
,0.7,9.02,33,14.92,tech.csv,,,USER-09748,Low,,Yes,,Poor,,Other,,Neutral,5.03,,,8.05,Yes,4.29,
,2.6,0.63,65,5.66,tech.csv,,,USER-09749,Medium,,No,,Excellent,,Other,,Negative,6.7,,,9.44,Yes,5.59,
,0.94,9.83,48,9.3,tech.csv,,,USER-09750,Medium,,No,,Fair,,Other,,Negative,4.32,,,7.69,Yes,1.9,
,0.64,8.68,63,13.28,tech.csv,,,USER-09751,Low,,Yes,,Excellent,,Male,,Positive,5.16,,,7.37,Yes,2.63,
,3.36,6.58,22,14.95,tech.csv,,,USER-09752,Medium,,Yes,,Fair,,Female,,Neutral,8.95,,,5.7,No,4.95,
,4.31,5.87,46,4.22,tech.csv,,,USER-09753,High,,Yes,,Fair,,Other,,Neutral,7.83,,,7.55,Yes,7.22,
,2.84,0.27,36,5.07,tech.csv,,,USER-09754,Low,,Yes,,Excellent,,Other,,Positive,8.22,,,9.23,Yes,6.26,
,2.66,4.25,25,2.48,tech.csv,,,USER-09755,High,,Yes,,Fair,,Male,,Positive,4.16,,,1.66,No,3.67,
,0.27,6.48,32,8.63,tech.csv,,,USER-09756,Medium,,Yes,,Fair,,Other,,Negative,7.21,,,7.79,No,0.81,
,0.24,7.63,18,14.1,tech.csv,,,USER-09757,Low,,No,,Excellent,,Male,,Neutral,4.25,,,1.14,Yes,7.83,
,4.11,6.9,29,11.75,tech.csv,,,USER-09758,Medium,,Yes,,Poor,,Male,,Neutral,8.27,,,1.42,No,1.13,
,1.65,7.6,24,9.9,tech.csv,,,USER-09759,Low,,Yes,,Excellent,,Male,,Negative,6.97,,,10.35,No,5.01,
,1.44,8.82,37,4.56,tech.csv,,,USER-09760,Medium,,Yes,,Fair,,Other,,Negative,6.91,,,8.4,Yes,7.44,
,4.34,0.5,56,8.98,tech.csv,,,USER-09761,Medium,,Yes,,Good,,Male,,Positive,8.72,,,9.86,Yes,5.6,
,4.59,5.89,62,9.11,tech.csv,,,USER-09762,High,,Yes,,Poor,,Other,,Neutral,4.66,,,5.67,Yes,6.14,
,3.65,1.32,21,6.8,tech.csv,,,USER-09763,High,,Yes,,Fair,,Other,,Negative,7.72,,,8.74,No,5.68,
,4.01,8.12,29,3.76,tech.csv,,,USER-09764,Medium,,Yes,,Good,,Male,,Neutral,6.65,,,3.4,No,2.75,
,1.02,8.54,53,8.39,tech.csv,,,USER-09765,High,,Yes,,Excellent,,Other,,Neutral,7.53,,,1.66,No,1.8,
,2.08,0.02,34,15.0,tech.csv,,,USER-09766,Low,,Yes,,Excellent,,Other,,Positive,4.41,,,8.45,No,3.94,
,2.21,5.42,26,8.94,tech.csv,,,USER-09767,High,,Yes,,Good,,Female,,Negative,8.88,,,6.24,No,4.58,
,4.42,3.51,61,4.1,tech.csv,,,USER-09768,Medium,,No,,Poor,,Female,,Positive,6.64,,,1.42,Yes,3.08,
,4.53,7.79,50,11.53,tech.csv,,,USER-09769,Medium,,Yes,,Good,,Male,,Positive,6.51,,,11.03,No,6.1,
,4.61,1.77,27,10.52,tech.csv,,,USER-09770,High,,No,,Good,,Other,,Neutral,7.3,,,11.74,No,6.73,
,4.83,3.0,56,5.55,tech.csv,,,USER-09771,Low,,Yes,,Good,,Female,,Negative,7.17,,,7.52,No,4.64,
,3.59,1.42,56,4.69,tech.csv,,,USER-09772,Low,,No,,Fair,,Other,,Neutral,8.87,,,2.64,Yes,4.47,
,1.16,4.49,52,11.96,tech.csv,,,USER-09773,Medium,,No,,Excellent,,Female,,Negative,8.09,,,11.31,Yes,3.47,
,4.86,9.31,57,5.78,tech.csv,,,USER-09774,Medium,,Yes,,Poor,,Female,,Neutral,7.61,,,10.04,Yes,3.88,
,3.34,8.96,18,10.64,tech.csv,,,USER-09775,Low,,No,,Good,,Female,,Positive,8.38,,,2.83,No,0.62,
,1.14,9.54,27,9.58,tech.csv,,,USER-09776,Low,,Yes,,Poor,,Female,,Positive,7.43,,,2.88,Yes,0.32,
,3.49,8.59,54,13.13,tech.csv,,,USER-09777,High,,No,,Excellent,,Other,,Neutral,5.2,,,6.94,No,5.42,
,4.84,9.1,32,1.7,tech.csv,,,USER-09778,Low,,No,,Fair,,Female,,Neutral,6.42,,,3.43,Yes,5.88,
,1.34,5.44,59,10.71,tech.csv,,,USER-09779,Low,,No,,Fair,,Male,,Neutral,7.03,,,5.33,No,5.23,
,4.39,0.86,53,7.25,tech.csv,,,USER-09780,Low,,No,,Good,,Female,,Positive,6.8,,,11.98,Yes,3.17,
,4.93,9.09,19,8.64,tech.csv,,,USER-09781,Medium,,Yes,,Good,,Other,,Negative,7.8,,,2.05,No,4.12,
,2.75,8.26,59,7.01,tech.csv,,,USER-09782,Low,,Yes,,Good,,Female,,Positive,6.32,,,2.54,Yes,4.75,
,2.28,6.41,33,3.9,tech.csv,,,USER-09783,High,,Yes,,Poor,,Female,,Neutral,5.67,,,4.06,No,0.86,
,2.11,5.85,38,2.85,tech.csv,,,USER-09784,Low,,Yes,,Poor,,Other,,Neutral,7.1,,,8.2,Yes,3.92,
,4.48,4.16,39,7.0,tech.csv,,,USER-09785,Medium,,Yes,,Poor,,Male,,Negative,4.98,,,6.0,Yes,6.38,
,4.57,3.51,65,7.37,tech.csv,,,USER-09786,Medium,,Yes,,Excellent,,Other,,Neutral,5.02,,,8.57,Yes,2.67,
,4.6,7.0,52,10.99,tech.csv,,,USER-09787,Medium,,Yes,,Excellent,,Female,,Negative,5.87,,,11.6,No,1.21,
,1.56,1.47,22,11.43,tech.csv,,,USER-09788,High,,No,,Excellent,,Female,,Positive,7.99,,,8.63,No,6.41,
,4.04,0.03,54,6.76,tech.csv,,,USER-09789,High,,No,,Excellent,,Male,,Neutral,6.19,,,10.33,No,6.18,
,4.01,5.21,64,8.55,tech.csv,,,USER-09790,High,,Yes,,Excellent,,Male,,Positive,6.98,,,3.98,No,4.52,
,2.01,2.33,56,12.63,tech.csv,,,USER-09791,Medium,,Yes,,Excellent,,Female,,Positive,7.98,,,2.31,No,1.48,
,3.06,6.37,48,8.81,tech.csv,,,USER-09792,Low,,Yes,,Excellent,,Other,,Positive,7.39,,,5.66,No,4.17,
,0.42,9.05,52,5.01,tech.csv,,,USER-09793,Low,,No,,Excellent,,Other,,Neutral,6.21,,,5.74,No,7.67,
,2.35,3.1,19,13.41,tech.csv,,,USER-09794,Low,,No,,Good,,Other,,Negative,6.55,,,5.62,No,5.77,
,4.23,4.82,39,2.09,tech.csv,,,USER-09795,High,,Yes,,Good,,Female,,Neutral,5.05,,,4.68,No,3.9,
,2.19,2.73,29,6.29,tech.csv,,,USER-09796,Low,,Yes,,Fair,,Male,,Positive,7.53,,,11.58,Yes,1.86,
,2.7,6.33,23,6.29,tech.csv,,,USER-09797,High,,Yes,,Poor,,Other,,Positive,5.14,,,6.32,No,6.81,
,0.48,5.28,21,8.07,tech.csv,,,USER-09798,Medium,,No,,Good,,Male,,Neutral,8.77,,,9.88,No,0.09,
,3.01,6.5,26,2.2,tech.csv,,,USER-09799,High,,No,,Excellent,,Male,,Negative,5.54,,,10.46,Yes,0.49,
,3.58,3.04,36,9.04,tech.csv,,,USER-09800,Low,,Yes,,Excellent,,Female,,Negative,4.8,,,11.93,No,5.6,
,0.86,0.48,34,14.22,tech.csv,,,USER-09801,Low,,No,,Good,,Male,,Positive,4.37,,,5.38,No,1.57,
,1.01,5.96,58,8.74,tech.csv,,,USER-09802,Medium,,No,,Poor,,Female,,Positive,8.32,,,8.94,Yes,1.42,
,3.25,4.39,25,2.59,tech.csv,,,USER-09803,High,,No,,Poor,,Female,,Positive,6.69,,,8.38,Yes,6.41,
,4.99,8.46,22,3.52,tech.csv,,,USER-09804,High,,No,,Poor,,Other,,Negative,7.03,,,7.06,No,3.77,
,5.0,7.34,57,11.05,tech.csv,,,USER-09805,High,,Yes,,Fair,,Other,,Positive,6.15,,,10.39,No,4.05,
,4.85,9.08,25,14.02,tech.csv,,,USER-09806,Medium,,No,,Excellent,,Other,,Neutral,8.18,,,4.28,Yes,4.78,
,4.9,5.6,34,3.91,tech.csv,,,USER-09807,Medium,,No,,Good,,Female,,Neutral,4.48,,,2.1,Yes,7.74,
,2.95,7.89,27,13.07,tech.csv,,,USER-09808,Low,,No,,Poor,,Male,,Negative,6.09,,,7.67,Yes,6.1,
,3.13,0.19,60,8.84,tech.csv,,,USER-09809,High,,No,,Good,,Other,,Positive,6.99,,,9.78,Yes,2.5,
,2.61,0.07,49,3.0,tech.csv,,,USER-09810,High,,No,,Good,,Other,,Neutral,6.37,,,4.56,Yes,7.22,
,3.38,5.53,21,4.02,tech.csv,,,USER-09811,High,,No,,Good,,Male,,Neutral,8.91,,,9.24,No,5.72,
,3.02,1.56,52,2.6,tech.csv,,,USER-09812,High,,No,,Fair,,Male,,Neutral,4.04,,,8.63,No,5.11,
,0.65,0.74,40,2.12,tech.csv,,,USER-09813,Medium,,No,,Excellent,,Female,,Negative,8.18,,,8.31,No,4.7,
,0.74,8.99,22,7.14,tech.csv,,,USER-09814,Medium,,No,,Excellent,,Other,,Neutral,5.96,,,8.52,Yes,5.1,
,1.11,9.84,33,3.91,tech.csv,,,USER-09815,High,,Yes,,Excellent,,Other,,Neutral,7.94,,,4.52,No,0.88,
,3.75,7.22,49,11.62,tech.csv,,,USER-09816,Low,,Yes,,Good,,Female,,Neutral,7.04,,,3.02,No,5.67,
,4.7,3.23,24,7.62,tech.csv,,,USER-09817,Low,,Yes,,Excellent,,Female,,Neutral,7.2,,,3.81,Yes,7.22,
,4.2,8.57,64,2.43,tech.csv,,,USER-09818,Medium,,No,,Poor,,Other,,Negative,7.37,,,2.52,No,3.61,
,0.86,6.55,26,14.72,tech.csv,,,USER-09819,Medium,,No,,Good,,Male,,Neutral,6.47,,,4.29,No,1.44,
,0.18,9.0,24,3.21,tech.csv,,,USER-09820,Low,,Yes,,Poor,,Other,,Negative,4.31,,,7.5,No,5.01,
,0.99,6.72,60,14.61,tech.csv,,,USER-09821,Medium,,Yes,,Good,,Other,,Positive,4.12,,,8.36,No,2.59,
,2.42,8.8,62,5.81,tech.csv,,,USER-09822,Low,,Yes,,Fair,,Male,,Neutral,4.42,,,6.16,No,4.78,
,3.68,4.05,32,12.48,tech.csv,,,USER-09823,Low,,Yes,,Poor,,Male,,Positive,8.94,,,9.8,Yes,3.45,
,4.82,6.34,36,10.54,tech.csv,,,USER-09824,Medium,,No,,Good,,Other,,Positive,5.19,,,4.97,No,2.93,
,1.82,3.53,42,14.19,tech.csv,,,USER-09825,Low,,No,,Good,,Female,,Negative,7.81,,,9.64,No,2.4,
,1.68,2.83,22,10.16,tech.csv,,,USER-09826,Low,,Yes,,Poor,,Other,,Positive,5.28,,,10.6,Yes,4.66,
,3.93,2.52,23,2.81,tech.csv,,,USER-09827,High,,No,,Poor,,Female,,Positive,6.85,,,6.91,No,1.12,
,2.66,4.03,60,9.95,tech.csv,,,USER-09828,Low,,Yes,,Fair,,Female,,Negative,5.2,,,6.81,Yes,5.71,
,0.82,3.07,54,10.52,tech.csv,,,USER-09829,Low,,Yes,,Good,,Other,,Neutral,5.55,,,10.1,Yes,3.37,
,2.42,7.03,58,14.1,tech.csv,,,USER-09830,Low,,No,,Excellent,,Other,,Negative,8.36,,,4.99,No,5.92,
,0.61,1.73,37,2.27,tech.csv,,,USER-09831,High,,Yes,,Good,,Other,,Neutral,6.42,,,3.44,No,2.48,
,2.21,6.05,45,12.08,tech.csv,,,USER-09832,High,,Yes,,Poor,,Male,,Neutral,7.15,,,10.49,No,1.9,
,0.51,5.26,30,14.73,tech.csv,,,USER-09833,High,,No,,Good,,Other,,Negative,4.13,,,10.53,No,1.61,
,1.47,9.11,25,13.96,tech.csv,,,USER-09834,Medium,,Yes,,Poor,,Female,,Negative,4.22,,,11.38,Yes,6.6,
,2.09,9.5,61,9.95,tech.csv,,,USER-09835,Low,,No,,Fair,,Other,,Neutral,6.61,,,3.14,Yes,2.83,
